TRADE NO 	DATETIME 	TYPE 	SYMBOL 	VOLUME 	OPEN PRICE 	CLOSE PRICE 	SWAP 	COMMISSION 	P&L
74395522 	2021-05-04 16:11 	SELL 	XAUUSD 	0.01 	1794.2 	1793.43 	0 	0 	0.64
74395892 	2021-05-04 16:11 	BUY 	USDCHF 	0.01 	0.91177 	0.91211 	0 	0 	0.31
74396140 	2021-05-04 20:50 	SELL 	GBPAUD 	0.02 	1.80201 	1.80163 	0 	0 	0.49
74410031 	2021-05-04 18:07 	SELL 	EURAUD 	0.01 	1.56114 	1.56074 	0 	0 	0.26
74410184 	2021-05-04 17:54 	SELL 	GBPNZD 	0.01 	1.94721 	1.94655 	0 	0 	0.4
74418897 	2021-05-04 20:26 	BUY 	EURGBP 	0.01 	0.86478 	0.86499 	0 	0 	0.24
74418952 	2021-05-04 20:27 	SELL 	GBPJPY 	0.01 	151.843 	151.82 	0 	0 	0.17
74418997 	2021-05-04 21:16 	BUY 	NZDCAD 	0.01 	0.87914 	0.87956 	0 	0 	0.28
74422109 	2021-05-19 15:09 	BUY 	EURCAD 	0.02 	1.47845 	1.47919 	-3.34 	0 	1
74422133 	2021-05-06 11:35 	SELL 	GBPJPY 	0.02 	151.816 	151.802 	-0.33 	0 	0.21
74429285 	2021-05-05 09:36 	SELL 	GBPJPY 	0.02 	151.838 	151.784 	0 	0 	0.82
74429345 	2021-05-06 09:27 	BUY 	EURGBP 	0.01 	0.86501 	0.86557 	-0.11 	0 	0.65
74461719 	2021-05-05 09:12 	SELL 	GBPCHF 	0.01 	1.27298 	1.27232 	0 	0 	0.6
74461811 	2021-05-05 10:57 	SELL 	CADCHF 	0.02 	0.74514 	0.74508 	0 	0 	0.11
74461963 	2021-05-05 09:10 	SELL 	GBPCHF 	0.01 	1.27349 	1.27274 	0 	0 	0.69
74469750 	2021-06-17 08:30 	BUY 	USDCAD 	0.01 	1.22859 	1.22913 	0 	0 	0.37
74469827 	2021-05-06 03:41 	BUY 	EURAUD 	0.02 	1.55403 	1.55489 	-0.89 	0 	1.11
74469895 	2021-05-05 10:48 	BUY 	EURCAD 	0.01 	1.47424 	1.47453 	0 	0 	0.2
74470023 	2021-05-05 11:09 	BUY 	EURNZD 	0.02 	1.67333 	1.674 	0 	0 	0.8
74470182 	2021-05-05 14:32 	SELL 	CADJPY 	0.01 	88.991 	88.979 	0 	0 	0.09
74488660 	2021-05-05 21:29 	BUY 	EURCHF 	0.01 	1.09609 	1.09625 	0 	0 	0.15
74488724 	2021-05-06 03:49 	BUY 	EURNZD 	0.01 	1.66846 	1.66922 	-0.34 	0 	0.46
74488820 	2021-05-06 15:22 	SELL 	NZDJPY 	0.01 	78.622 	78.577 	-0.18 	0 	0.34
74514790 	2021-05-06 03:39 	SELL 	NZDUSD 	0.01 	0.7213 	0.72061 	-0.03 	0 	0.58
74514842 	2021-05-06 03:38 	BUY 	EURAUD 	0.01 	1.5496 	1.5507 	-0.45 	0 	0.71
74514863 	2021-05-06 03:39 	BUY 	EURNZD 	0.01 	1.66432 	1.6651 	-0.34 	0 	0.47
74514898 	2021-05-06 08:45 	BUY 	AUDNZD 	0.01 	1.07427 	1.07486 	-0.02 	0 	0.36
74534611 	2021-05-06 05:05 	SELL 	XAUUSD 	0.01 	1789.35 	1789.21 	0 	0 	0.12
74534722 	2021-05-06 07:04 	SELL 	USDJPY 	0.01 	109.345 	109.307 	0 	0 	0.29
74534750 	2021-05-06 04:45 	BUY 	AUDUSD 	0.02 	0.77145 	0.77217 	0 	0 	1.2
74534808 	2021-05-06 06:23 	BUY 	AUDCAD 	0.01 	0.94759 	0.94842 	0 	0 	0.56
74544278 	2021-05-06 07:18 	SELL 	XAUUSD 	0.01 	1791.95 	1791.69 	0 	0 	0.22
74544551 	2021-06-16 19:46 	BUY 	USDCAD 	0.01 	1.22636 	1.22699 	0 	0 	0.43
74544642 	2021-05-06 07:06 	SELL 	GBPJPY 	0.01 	152.036 	152.017 	0 	0 	0.15
74544732 	2021-05-06 07:19 	SELL 	XAGUSD 	0.01 	26.674 	26.644 	0 	0 	1.25
74553175 	2021-05-06 08:29 	SELL 	XAUUSD 	0.01 	1793.93 	1793.57 	0 	0 	0.3
74553259 	2021-06-17 08:20 	BUY 	USDCHF 	0.01 	0.91204 	0.91231 	1.68 	0 	0.25
74553449 	2021-05-06 09:54 	SELL 	CADJPY 	0.01 	89.186 	89.154 	0 	0 	0.24
74553511 	2021-05-06 08:33 	SELL 	XAGUSD 	0.01 	26.752 	26.721 	0 	0 	1.29
74562582 	2021-05-06 10:15 	BUY 	USDCHF 	0.01 	0.9104 	0.91069 	0 	0 	0.27
74562641 	2021-05-06 10:11 	SELL 	XAUUSD 	0.01 	1793.81 	1793.46 	0 	0 	0.29
74562912 	2021-05-06 12:09 	BUY 	GBPCHF 	0.01 	1.26595 	1.26657 	0 	0 	0.57
74562931 	2021-05-06 15:59 	BUY 	AUDCHF 	0.01 	0.70525 	0.70535 	0 	0 	0.09
74562944 	2021-06-18 06:49 	SELL 	CHFJPY 	0.01 	119.955 	119.92 	0.37 	0 	0.27
74604773 	2021-05-06 17:26 	SELL 	XAUUSD 	0.01 	1815.71 	1815.61 	0 	0 	0.08
74604811 	2021-05-06 19:18 	SELL 	AUDJPY 	0.01 	84.828 	84.821 	0 	0 	0.05
74604820 	2021-05-06 19:28 	SELL 	NZDJPY 	0.01 	78.836 	78.823 	0 	0 	0.1
74624121 	2021-05-07 05:46 	SELL 	XAGUSD 	0.01 	27.476 	27.431 	0 	0 	1.86
74963335 	2021-05-11 13:30 	SELL 	GBPUSD 	0.01 	1.4148 	1.41439 	0 	0 	0.34
75068012 	2021-05-12 10:05 	SELL 	EURNZD 	0.01 	1.67796 	1.67741 	0 	0 	0.33
75069179 	2021-05-12 09:58 	SELL 	GBPAUD 	0.01 	1.81309 	1.81247 	0 	0 	0.39
75085960 	2021-05-12 11:52 	BUY 	USDCAD 	0.01 	1.20853 	1.20897 	0 	0 	0.3
75086091 	2021-05-13 07:24 	BUY 	EURCAD 	0.01 	1.46632 	1.46719 	-0.34 	0 	0.59
75086330 	2021-05-12 11:46 	SELL 	CADJPY 	0.01 	89.989 	89.951 	0 	0 	0.29
75086620 	2021-05-14 12:16 	BUY 	NZDCAD 	0.01 	0.87472 	0.87537 	-0.03 	0 	0.44
75446766 	2021-05-14 13:36 	BUY 	USDCHF 	0.01 	0.90315 	0.90368 	0 	0 	0.49
75446945 	2021-06-17 08:11 	SELL 	EURJPY 	0.01 	132.517 	132.457 	0 	0 	0.45
75598746 	2021-05-17 12:56 	BUY 	USDCHF 	0.01 	0.90111 	0.90132 	0 	0 	0.19
75598980 	2021-05-17 14:36 	SELL 	EURAUD 	0.01 	1.56663 	1.56622 	0 	0 	0.26
75599165 	2021-05-17 17:39 	SELL 	EURNZD 	0.01 	1.68467 	1.68438 	0 	0 	0.17
75599358 	2021-05-17 15:46 	BUY 	AUDCHF 	0.01 	0.69866 	0.69926 	0 	0 	0.55
75599469 	2021-05-17 17:11 	BUY 	NZDCHF 	0.01 	0.64974 	0.6504 	0 	0 	0.6
75707390 	2021-05-18 07:20 	SELL 	XAUUSD 	0.01 	1870.62 	1870.33 	0 	0 	0.24
75707578 	2021-05-18 11:26 	BUY 	USDCAD 	0.01 	1.20342 	1.20392 	0 	0 	0.34
75749011 	2021-05-18 14:58 	SELL 	NZDUSD 	0.01 	0.72528 	0.72509 	0 	0 	0.16
75906998 	2021-05-19 12:58 	SELL 	EURAUD 	0.01 	1.57722 	1.57662 	0 	0 	0.38
75907222 	2021-05-19 12:38 	SELL 	EURNZD 	0.01 	1.69872 	1.69845 	0 	0 	0.16
75907300 	2021-05-19 12:36 	SELL 	GBPAUD 	0.01 	1.8289 	1.82867 	0 	0 	0.15
75907370 	2021-05-19 13:06 	SELL 	GBPNZD 	0.01 	1.96966 	1.96927 	0 	0 	0.23
75907672 	2021-05-19 13:20 	BUY 	AUDCHF 	0.01 	0.69785 	0.69853 	0 	0 	0.61
75907810 	2021-05-19 13:20 	BUY 	NZDCHF 	0.01 	0.648 	0.64843 	0 	0 	0.39
76084009 	2021-05-20 10:49 	SELL 	EURCAD 	0.01 	1.47882 	1.47859 	0 	0 	0.16
76084213 	2021-05-20 11:32 	SELL 	GBPCAD 	0.01 	1.71267 	1.71241 	0 	0 	0.17
76084789 	2021-05-20 11:11 	BUY 	CADCHF 	0.01 	0.74309 	0.74364 	0 	0 	0.5
76085025 	2021-05-20 13:39 	BUY 	NZDCHF 	0.01 	0.64701 	0.64762 	0 	0 	0.56
76263335 	2021-05-21 11:52 	SELL 	GBPUSD 	0.01 	1.42234 	1.42205 	0 	0 	0.24
76263352 	2021-05-21 11:55 	BUY 	USDCHF 	0.01 	0.89625 	0.89643 	0 	0 	0.16
76263395 	2021-05-21 14:45 	BUY 	USDCAD 	0.01 	1.20484 	1.20498 	0 	0 	0.1
76272075 	2021-05-21 13:40 	BUY 	EURGBP 	0.01 	0.85904 	0.85916 	0 	0 	0.14
76341866 	2021-05-24 06:22 	SELL 	XAUUSD 	0.01 	1885.4 	1884.89 	0 	0 	0.42
76525545 	2021-05-25 15:13 	SELL 	EURJPY 	0.01 	133.416 	133.387 	0 	0 	0.22
76525675 	2021-05-26 10:13 	SELL 	EURGBP 	0.01 	0.86469 	0.86434 	0.01 	0 	0.4
76525741 	2021-06-04 16:14 	BUY 	AUDNZD 	0.01 	1.0738 	1.07467 	-0.1 	0 	0.51
76716904 	2021-05-26 11:02 	SELL 	EURCAD 	0.01 	1.47864 	1.47841 	0 	0 	0.16
76717064 	2021-05-26 11:23 	SELL 	GBPCAD 	0.01 	1.71044 	1.71007 	0 	0 	0.25
76717247 	2021-05-26 11:25 	SELL 	CHFJPY 	0.01 	121.747 	121.679 	0 	0 	0.51
76892493 	2021-05-27 17:23 	BUY 	EURNZD 	0.01 	1.67248 	1.67313 	0 	0 	0.39
76892793 	2021-05-27 07:54 	BUY 	CADCHF 	0.01 	0.73994 	0.74051 	0 	0 	0.52
76892981 	2021-05-27 07:27 	SELL 	NZDJPY 	0.01 	79.564 	79.535 	0 	0 	0.22
76936574 	2021-05-27 15:57 	SELL 	NZDCHF 	0.01 	0.65564 	0.65523 	0 	0 	0.37
79433733 	2021-06-10 12:40 	BUY 	GBPCHF 	0.01 	1.26285 	1.26347 	0 	0 	0.57
81261076 	2021-06-18 13:05 	SELL 	EURCHF 	0.01 	1.09452 	1.09424 	0 	0 	0.26
81343125 	2021-06-18 15:12 	BUY 	AUDUSD 	0.01 	0.74957 	0.74986 	0 	0 	0.24
81343436 	2021-06-18 15:14 	SELL 	USDCHF 	0.01 	0.92199 	0.92189 	0 	0 	0.1
81343682 	2021-06-18 19:21 	SELL 	EURNZD 	0.01 	1.70896 	1.70859 	0 	0 	0.22
81343871 	2021-06-21 15:00 	BUY 	AUDJPY 	0.01 	82.847 	82.915 	0.02 	0 	0.52
81344028 	2021-06-21 10:27 	BUY 	NZDJPY 	0.01 	76.699 	76.796 	0.01 	0 	0.74
81344273 	2021-06-18 15:38 	BUY 	NZDCAD 	0.01 	0.86087 	0.86141 	0 	0 	0.37
81504527 	2021-06-21 07:00 	SELL 	USDCAD 	0.01 	1.24749 	1.24723 	0 	0 	0.18
81504835 	2021-06-21 07:18 	SELL 	EURCAD 	0.01 	1.47981 	1.47957 	0 	0 	0.16
81517653 	2021-06-21 08:25 	BUY 	AUDCHF 	0.01 	0.69066 	0.69104 	0 	0 	0.34
81517911 	2021-06-21 13:06 	SELL 	GBPCAD 	0.01 	1.72295 	1.72257 	0 	0 	0.26
81518004 	2021-06-21 08:21 	SELL 	EURAUD 	0.01 	1.58438 	1.58417 	0 	0 	0.13
81518824 	2021-06-21 08:46 	BUY 	CADJPY 	0.01 	88.139 	88.192 	0 	0 	0.4
81539531 	2021-06-21 12:08 	SELL 	EURCHF 	0.01 	1.09557 	1.09527 	0 	0 	0.27
81539630 	2021-06-21 11:01 	SELL 	GBPAUD 	0.01 	1.84626 	1.84585 	0 	0 	0.26
81675388 	2021-06-22 07:49 	SELL 	GBPCHF 	0.01 	1.27891 	1.27866 	0 	0 	0.23
81746087 	2021-06-22 15:47 	SELL 	USDJPY 	0.01 	110.698 	110.67 	0 	0 	0.21
81746140 	2021-06-22 16:02 	SELL 	GBPAUD 	0.01 	1.85087 	1.85059 	0 	0 	0.18
81752883 	2021-06-22 17:30 	SELL 	USDJPY 	0.01 	110.727 	110.71 	0 	0 	0.13
81752947 	2021-06-22 19:25 	SELL 	GBPCHF 	0.01 	1.28125 	1.28026 	0 	0 	0.91
81753009 	2021-06-23 02:44 	SELL 	NZDCHF 	0.01 	0.64416 	0.64383 	-0.09 	0 	0.3
81888363 	2021-06-23 09:36 	SELL 	USDJPY 	0.01 	110.883 	110.847 	0 	0 	0.27
81888672 	2021-06-23 09:06 	BUY 	EURGBP 	0.01 	0.85426 	0.8544 	0 	0 	0.16
81888970 	2021-06-23 08:30 	BUY 	EURCAD 	0.01 	1.46788 	1.46862 	0 	0 	0.5
81889206 	2021-06-23 12:36 	SELL 	GBPJPY 	0.01 	154.795 	154.775 	0 	0 	0.15
81908773 	2021-06-23 09:32 	BUY 	AUDCAD 	0.01 	0.92935 	0.92988 	0 	0 	0.37
81909016 	2021-06-23 15:52 	SELL 	CADCHF 	0.01 	0.74631 	0.74602 	0 	0 	0.26
81992219 	2021-06-23 14:56 	SELL 	CADJPY 	0.01 	90.328 	90.311 	0 	0 	0.13
82106835 	2021-06-24 14:35 	SELL 	EURCHF 	0.01 	1.09708 	1.09666 	0 	0 	0.38
82106931 	2021-06-24 10:32 	SELL 	GBPCHF 	0.01 	1.28417 	1.28394 	0 	0 	0.21
82107038 	2021-06-24 09:31 	SELL 	CADCHF 	0.01 	0.74781 	0.74766 	0 	0 	0.14
82126927 	2021-06-24 15:35 	SELL 	NZDCHF 	0.01 	0.64863 	0.6483 	0 	0 	0.3
82863416 	2021-07-06 04:44 	BUY 	GBPUSD 	0.01 	1.38864 	1.3888 	-0.57 	0 	0.13
82864866 	2021-06-28 21:25 	BUY 	AUDJPY 	0.01 	83.65 	83.68 	0 	0 	0.23
83142978 	2021-06-29 14:56 	BUY 	GBPUSD 	0.01 	1.38367 	1.38415 	0 	0 	0.4
83143215 	2021-07-02 19:10 	BUY 	AUDUSD 	0.01 	0.75269 	0.75308 	-0.05 	0 	0.33
83143715 	2021-06-29 15:55 	SELL 	USDCHF 	0.01 	0.921 	0.92072 	0 	0 	0.25
83145252 	2021-06-29 12:17 	SELL 	EURAUD 	0.01 	1.58213 	1.58142 	0 	0 	0.45
83145769 	2021-06-29 12:17 	SELL 	EURNZD 	0.01 	1.70216 	1.70193 	0 	0 	0.14
83146465 	2021-06-30 15:49 	BUY 	AUDJPY 	0.01 	83.215 	83.271 	0.02 	0 	0.43
83147633 	2021-06-30 07:50 	BUY 	NZDJPY 	0.01 	77.326 	77.39 	0.01 	0 	0.49
83541652 	2021-06-30 07:12 	BUY 	XAUUSD 	0.01 	1758.54 	1758.88 	0 	0 	0.29
83541845 	2021-06-30 07:41 	SELL 	USDCHF 	0.01 	0.92138 	0.92107 	0 	0 	0.29
83542110 	2021-06-30 07:42 	SELL 	EURCHF 	0.01 	1.09669 	1.09644 	0 	0 	0.23
83543028 	2021-06-30 07:57 	BUY 	XAGUSD 	0.01 	25.812 	25.844 	0 	0 	1.34
83807771 	2021-06-30 14:28 	BUY 	XAUUSD 	0.01 	1757.34 	1757.41 	0 	0 	0.06
83808330 	2021-06-30 14:31 	BUY 	AUDUSD 	0.01 	0.74987 	0.75011 	0 	0 	0.21
83808530 	2021-06-30 14:32 	SELL 	USDCHF 	0.01 	0.92432 	0.92411 	0 	0 	0.19
83808936 	2021-06-30 14:30 	SELL 	EURNZD 	0.01 	1.70294 	1.70262 	0 	0 	0.19
83847421 	2021-06-30 15:54 	BUY 	EURCAD 	0.01 	1.46707 	1.46783 	0 	0 	0.52
83984663 	2021-07-01 06:33 	BUY 	GBPUSD 	0.01 	1.38099 	1.38117 	0 	0 	0.15
83984754 	2021-07-02 18:50 	SELL 	USDJPY 	0.01 	111.125 	111.092 	-0.07 	0 	0.25
83984838 	2021-07-01 07:23 	SELL 	USDCHF 	0.01 	0.92615 	0.92581 	0 	0 	0.31
83985069 	2021-07-01 09:48 	BUY 	AUDNZD 	0.01 	1.07186 	1.07214 	0 	0 	0.17
83985184 	2021-07-01 10:23 	SELL 	CADCHF 	0.01 	0.74634 	0.74607 	0 	0 	0.25
84044537 	2021-07-01 12:01 	SELL 	USDJPY 	0.01 	111.482 	111.448 	0 	0 	0.26
84052152 	2021-07-01 12:21 	SELL 	CADJPY 	0.01 	89.908 	89.882 	0 	0 	0.2
84052240 	2021-07-01 13:42 	BUY 	AUDCAD 	0.01 	0.92838 	0.92855 	0 	0 	0.11
84052372 	2021-07-01 16:25 	BUY 	GBPCAD 	0.01 	1.71053 	1.7107 	0 	0 	0.12
84123244 	2021-07-01 19:20 	BUY 	AUDNZD 	0.01 	1.07071 	1.0712 	0 	0 	0.29
84123627 	2021-07-01 16:30 	SELL 	EURAUD 	0.01 	1.58749 	1.58695 	0 	0 	0.34
84123984 	2021-07-01 16:20 	SELL 	EURGBP 	0.01 	0.86115 	0.861 	0 	0 	0.17
84124206 	2021-07-02 09:09 	SELL 	USDJPY 	0.01 	111.561 	111.53 	-0.07 	0 	0.23
84144296 	2021-07-02 01:36 	BUY 	GBPUSD 	0.01 	1.37588 	1.37645 	-0.07 	0 	0.48
84184264 	2021-07-02 09:13 	SELL 	USDCHF 	0.01 	0.92714 	0.9268 	0 	0 	0.31
84184268 	2021-07-02 08:51 	SELL 	USDCAD 	0.01 	1.24394 	1.24377 	0 	0 	0.11
84184280 	2021-07-05 04:20 	BUY 	AUDCAD 	0.01 	0.9276 	0.92819 	-0.01 	0 	0.4
84189645 	2021-07-02 14:52 	BUY 	EURCHF 	0.01 	1.09447 	1.09489 	0 	0 	0.38
84189651 	2021-07-02 13:25 	BUY 	GBPCAD 	0.01 	1.70679 	1.70724 	0 	0 	0.31
84189665 	2021-07-02 13:02 	BUY 	AUDCAD 	0.01 	0.92652 	0.92704 	0 	0 	0.35
84189670 	2021-07-02 13:42 	BUY 	AUDCHF 	0.01 	0.69078 	0.69138 	0 	0 	0.54
84189673 	2021-07-02 13:35 	BUY 	NZDCAD 	0.01 	0.86408 	0.86463 	0 	0 	0.38
84207593 	2021-07-04 22:18 	SELL 	NZDJPY 	0.01 	78.099 	78.072 	-0.06 	0 	0.2
84207624 	2021-07-05 07:46 	SELL 	CADCHF 	0.01 	0.74721 	0.74685 	-0.09 	0 	0.33
84207635 	2021-07-04 23:59 	BUY 	GBPNZD 	0.01 	1.96763 	1.96827 	-0.08 	0 	0.38
84207637 	2021-07-05 01:01 	BUY 	EURNZD 	0.01 	1.68747 	1.68796 	-0.11 	0 	0.29
84207640 	2021-07-04 22:05 	BUY 	EURGBP 	0.01 	0.85771 	0.858 	-0.04 	0 	0.34
84215693 	2021-07-07 09:56 	BUY 	EURGBP 	0.01 	0.85767 	0.85787 	-0.08 	0 	0.23
84218473 	2021-07-05 10:07 	SELL 	XAGUSD 	0.01 	26.591 	26.575 	0 	0 	0.67
84226955 	2021-07-05 20:23 	BUY 	EURJPY 	0.01 	131.614 	131.643 	0 	0 	0.22
84226957 	2021-07-06 16:18 	BUY 	EURGBP 	0.01 	0.85681 	0.85706 	-0.04 	0 	0.29
84229670 	2021-07-05 21:05 	BUY 	EURCAD 	0.01 	1.46419 	1.46467 	0 	0 	0.33
84229675 	2021-07-06 15:04 	SELL 	GBPCHF 	0.01 	1.27693 	1.27668 	-0.1 	0 	0.23
84229676 	2021-07-06 01:11 	SELL 	CADCHF 	0.01 	0.74727 	0.74703 	-0.09 	0 	0.21
84230288 	2021-07-06 15:31 	SELL 	AUDCHF 	0.01 	0.69439 	0.69413 	-0.12 	0 	0.24
84230297 	2021-07-06 15:35 	BUY 	EURAUD 	0.01 	1.57561 	1.57606 	-0.15 	0 	0.29
84242045 	2021-07-06 05:39 	SELL 	GBPUSD 	0.01 	1.38851 	1.38811 	0 	0 	0.34
84242111 	2021-07-06 07:04 	BUY 	EURGBP 	0.01 	0.85529 	0.85558 	0 	0 	0.34
84242126 	2021-07-06 05:39 	BUY 	GBPNZD 	0.01 	1.95984 	1.96048 	0 	0 	0.38
84242153 	2021-07-06 05:39 	SELL 	NZDJPY 	0.01 	78.487 	78.461 	0 	0 	0.2
84242236 	2021-07-06 05:40 	SELL 	NZDCAD 	0.01 	0.87264 	0.8724 	0 	0 	0.17
84242377 	2021-07-06 14:39 	SELL 	XAGUSD 	0.01 	26.538 	26.516 	0 	0 	0.93
84263753 	2021-07-06 14:19 	SELL 	USDCHF 	0.01 	0.92416 	0.924 	0 	0 	0.15
84263755 	2021-07-06 14:16 	BUY 	EURJPY 	0.01 	130.972 	131.022 	0 	0 	0.38
84263824 	2021-07-06 14:18 	SELL 	GBPCAD 	0.01 	1.71487 	1.71477 	0 	0 	0.07
84263847 	2021-07-06 15:28 	BUY 	AUDNZD 	0.01 	1.06852 	1.0692 	0 	0 	0.4
84263858 	2021-07-06 14:25 	BUY 	CHFJPY 	0.01 	119.884 	119.912 	0 	0 	0.21
84263884 	2021-07-06 15:34 	SELL 	NZDCAD 	0.01 	0.87574 	0.87546 	0 	0 	0.19
84286370 	2021-07-07 06:42 	BUY 	AUDUSD 	0.01 	0.74965 	0.75013 	-0.01 	0 	0.4
84286860 	2021-07-07 06:37 	BUY 	XAGUSD 	0.01 	26.174 	26.208 	-0.05 	0 	1.44
84286865 	2021-07-07 06:51 	BUY 	NZDJPY 	0.01 	77.641 	77.712 	0.01 	0 	0.54
84286866 	2021-07-07 06:56 	BUY 	CHFJPY 	0.01 	119.714 	119.771 	-0.05 	0 	0.43
84286874 	2021-07-07 07:48 	BUY 	AUDCHF 	0.01 	0.69304 	0.69338 	0.03 	0 	0.31
84286878 	2021-07-07 06:56 	BUY 	AUDJPY 	0.01 	82.954 	82.987 	0.02 	0 	0.25
84286884 	2021-07-06 19:58 	SELL 	GBPAUD 	0.01 	1.84098 	1.84079 	0 	0 	0.12
84286885 	2021-07-07 06:56 	BUY 	EURJPY 	0.01 	130.829 	130.852 	-0.03 	0 	0.18
84295556 	2021-07-07 06:25 	SELL 	USDCAD 	0.01 	1.24716 	1.24667 	0 	0 	0.33
84295565 	2021-07-07 07:56 	BUY 	CADCHF 	0.01 	0.74085 	0.74153 	0 	0 	0.62
84295577 	2021-07-07 09:36 	SELL 	NZDCAD 	0.01 	0.87497 	0.87473 	0 	0 	0.16
84299683 	2021-07-07 09:06 	BUY 	AUDNZD 	0.01 	1.0676 	1.06788 	0 	0 	0.16
84299689 	2021-07-07 14:17 	BUY 	EURCHF 	0.01 	1.09171 	1.09221 	0 	0 	0.46
84313533 	2021-07-07 14:42 	BUY 	EURNZD 	0.01 	1.67636 	1.67706 	0 	0 	0.42
84313554 	2021-07-07 14:43 	SELL 	GBPCHF 	0.01 	1.27766 	1.27745 	0 	0 	0.19
84313594 	2021-07-07 14:56 	BUY 	AUDNZD 	0.01 	1.06677 	1.06735 	0 	0 	0.34
84317395 	2021-07-07 15:48 	SELL 	USDCHF 	0.01 	0.92611 	0.92583 	0 	0 	0.25
84317493 	2021-07-07 17:43 	SELL 	USDCAD 	0.01 	1.24962 	1.24938 	0 	0 	0.16
84317682 	2021-07-07 16:35 	BUY 	EURJPY 	0.01 	130.548 	130.601 	0 	0 	0.41
84317748 	2021-07-07 18:00 	BUY 	CADJPY 	0.01 	88.62 	88.652 	0 	0 	0.25
84317931 	2021-07-07 19:02 	BUY 	CHFJPY 	0.01 	119.587 	119.642 	0 	0 	0.42
84325246 	2021-07-07 19:02 	BUY 	AUDUSD 	0.01 	0.74875 	0.74931 	0 	0 	0.47
84325248 	2021-07-07 18:39 	BUY 	EURJPY 	0.01 	130.599 	130.663 	0 	0 	0.49
84325253 	2021-07-07 19:02 	SELL 	GBPAUD 	0.01 	1.84273 	1.84235 	0 	0 	0.25
84325261 	2021-07-07 19:02 	BUY 	AUDJPY 	0.01 	82.864 	82.909 	0 	0 	0.34
84325284 	2021-07-08 02:40 	BUY 	AUDNZD 	0.01 	1.06712 	1.0677 	-0.02 	0 	0.35
84328910 	2021-07-09 19:44 	BUY 	AUDUSD 	0.01 	0.74857 	0.74882 	-0.04 	0 	0.21
84328912 	2021-07-09 14:45 	BUY 	EURJPY 	0.01 	130.552 	130.593 	-0.11 	0 	0.31
84328913 	2021-07-07 21:33 	SELL 	GBPAUD 	0.01 	1.84418 	1.84399 	0 	0 	0.12
84328917 	2021-07-07 20:56 	SELL 	GBPCAD 	0.01 	1.72339 	1.72321 	0 	0 	0.12
84328919 	2021-07-07 22:24 	BUY 	AUDJPY 	0.01 	82.769 	82.818 	0 	0 	0.38
84328921 	2021-07-07 22:40 	BUY 	CADJPY 	0.01 	88.581 	88.634 	0 	0 	0.4
84328931 	2021-07-08 09:44 	BUY 	CHFJPY 	0.01 	119.551 	119.628 	-0.15 	0 	0.59
84341684 	2021-07-08 06:29 	BUY 	XAGUSD 	0.01 	25.905 	25.934 	0 	0 	1.23
84341687 	2021-07-13 03:05 	BUY 	NZDJPY 	0.01 	77.292 	77.33 	0.03 	0 	0.29
84341692 	2021-07-11 23:30 	BUY 	AUDJPY 	0.01 	82.519 	82.558 	0.04 	0 	0.3
84341698 	2021-07-09 14:42 	BUY 	GBPJPY 	0.01 	152.38 	152.433 	0 	0 	0.41
84341700 	2021-07-08 07:33 	SELL 	GBPCAD 	0.01 	1.7262 	1.7259 	0 	0 	0.21
84341704 	2021-07-08 06:40 	BUY 	GBPUSD 	0.01 	1.37857 	1.37888 	0 	0 	0.26
84341707 	2021-07-09 13:12 	BUY 	AUDUSD 	0.01 	0.74674 	0.74721 	-0.01 	0 	0.4
84341709 	2021-07-09 19:29 	BUY 	NZDUSD 	0.01 	0.69916 	0.69936 	-0.01 	0 	0.16
84345007 	2021-07-09 13:11 	BUY 	NZDUSD 	0.01 	0.69773 	0.69807 	-0.01 	0 	0.29
84345126 	2021-07-09 12:42 	BUY 	CADJPY 	0.01 	87.954 	87.993 	0.01 	0 	0.3
84352906 	2021-07-08 10:15 	SELL 	XAUUSD 	0.01 	1811.58 	1811.5 	0 	0 	0.07
84352932 	2021-07-08 10:34 	BUY 	USDJPY 	0.01 	109.946 	109.96 	0 	0 	0.11
84352945 	2021-07-08 10:37 	BUY 	AUDUSD 	0.01 	0.74378 	0.74408 	0 	0 	0.25
84356615 	2021-07-08 11:59 	BUY 	NZDJPY 	0.01 	76.421 	76.441 	0 	0 	0.15
84356621 	2021-07-08 11:51 	BUY 	CADCHF 	0.01 	0.72968 	0.73006 	0 	0 	0.35
84357647 	2021-07-08 12:17 	SELL 	XAUUSD 	0.01 	1815.08 	1814.78 	0 	0 	0.25
84357898 	2021-07-08 12:21 	BUY 	USDJPY 	0.01 	109.771 	109.79 	0 	0 	0.14
84357909 	2021-07-08 12:22 	BUY 	AUDJPY 	0.01 	81.59 	81.642 	0 	0 	0.4
84357925 	2021-07-08 12:35 	SELL 	EURAUD 	0.01 	1.59325 	1.59285 	0 	0 	0.25
84357929 	2021-07-08 12:20 	SELL 	EURCAD 	0.01 	1.48618 	1.48595 	0 	0 	0.15
84361485 	2021-07-08 14:12 	SELL 	EURCAD 	0.01 	1.48886 	1.48853 	0 	0 	0.22
84361507 	2021-07-08 13:48 	SELL 	EURAUD 	0.01 	1.59454 	1.59444 	0 	0 	0.06
84361550 	2021-07-08 13:54 	BUY 	EURCHF 	0.01 	1.08534 	1.08573 	0 	0 	0.36
84361559 	2021-07-08 13:52 	BUY 	GBPCHF 	0.01 	1.26066 	1.26112 	0 	0 	0.42
